URL,Sentences,DOI
https://jp.medical.canon/News/PressRelease/Detail/45069-834,['The PNS thresholds of an MRI gradient are typically given in terms of minimum stimulating gradient amplitude ΔG as a function of gradient 6 Philips Achieva 3.0T MRI -medical equipment distribution (htig.com). 7 https://www.philips.nl/healthcare/product/HC781271/ingenia-30t-cx-mr-system. 8 https://jp.medical.canon/News/PressRelease/Detail/45069-834. 9 http://demo.united-imaging.com/cn/news/2021/%E8%81%94%E5%BD %B1-cmef-%E5%8D%81%E5%B9%B4%E5%8E%9A%E7%A7%AF-%E8%87%AA%E4%B8%BB%E5%8F%AF%E6%8E%A7%E5%9C%A8%E6 %AD%A4-%E6%B2%B8%E8%85%BE/. 4 Q.'],10.1016/j.neuroimage.2022.118958
https://www.dicardiology.com/content/siemens-announces-ﬁrst-us-installation-magnetom-prisma-3t-mri-system,"['For exam-ple, the Siemens MAGNETOM Prisma 3T scanner and the GE Premier 3T scanner provide up to 80 mT/m and have been installed worldwide for clinical and research use. 5 Philips developed the high-performance Quasar Dual gradient system (maximum gradient strength of 80 mT/m), which has been installed on diﬀerent models, including the Achieva 3T 5 https://www.dicardiology.com/content/siemens-announces-ﬁrst-us-installation-magnetom-prisma-3t-mri-system.']",10.1016/j.neuroimage.2022.118958
https://doi.org/10.5061/dryad.nzs7h44q2,"['Datasets (References) Site of Acquisition Data Repository Data Description in Brief MGH HCP Adult Diﬀusion (Fan et al., 2016) MGH ConnectomeDB https://db.humanconnectome.org , or Laboratory of Neuro Imaging Image Data Archive (LONI IDA) https://ida.loni.usc.edu • 35 healthy adults • b -values = 1000, 3000, 5000, 10,000 s/mm 2 • voxel size = 1.5 mm isotropic ISBI 2015 Challenge on White Matter Modeling (Ferizi et al., 2017) MGH The Challenge Website: http://cmic.cs.ucl.ac.uk/wmmchallenge • 1 healthy adult • 48 shells acquired (36 for training, 12 for testing) • b -value up to 45,900 s/mm 2 • voxel size = 2 ×2 ×4 mm MICCAI 2017 & 2018 Challenge on Data Harmonization (Tax et al., 2019) (Ning et al., 2019) Cardiﬀ CUBRIC Center https://www.cardiﬀ.ac.uk/cardiﬀ-university-brain-research-imaging-center/research/projects/cross-scanner-and-cross-protocol-diﬀusion-MRI-data-harmonization • 15 healthy adults, • across 3 scanners and 5 acquisition protocols • b -value up to 5000 s/mm 2 • voxel size down to 1.2 mm isotropic Taxon phantom (Fan et al., 2018b) MGH XNAT Central database https://central.xnat.org (ProjectID: dMRI_Phant_MGH) • Biomimetic phantom, • b -values up to 18,250 s/mm 2 • Δ= 20, 30, 40, 50 ms • voxel size = 2 mm isotropic gSlider diﬀusion data (Wang et al., 2021) MGH Dryad https://doi.org/10.5061/dryad.nzs7h44q2 (Part I) https://doi.org/10.5061/dryad.rjdfn2z8g (Part II) • 1 healthy adult, 9 two-hour sessions • b -values = 1000, 2500s/mm 2 • voxel size = 760 μm MICRA (Koller et al., 2021) CardiﬀOpen Science Framework https://osf.io/z3mkn/• 6 healthy adults, each with 5 repetitions • b -value up to 6000 s/mm 2 • voxel size = 2 mm isotropic • Relaxometry and Quantitative Magnetization Transfer (QMT) data also available MGH Connectome Diﬀusion Microstructure Dataset (CDMD) (Tian et al., 2022) MGH FigShare https://doi.org/10.6084/m9.ﬁgshare.c.5315474.v1 • 26 healthy adults • b -value up to 17,800 s/mm 2 • Δ= 19, 49 ms; 8 b -values per Δ• voxel size = 2 mm isotropic past few years, either in perpetual data repositories (Fan et al., 2018b , 2016 ; Koller et al., 2021 ; Tian et al., 2022 ; Wang et al., 2021) or through organizing computational competitions such as the International Sym-posium on Biomedical Imaging (ISBI) challenge on white matter mod-eling (Ferizi et al., 2017) and Medical Image Computing and Computer Assisted Intervention (MICCAI) challenges on cross-scanner and cross-protocol diﬀusion data harmonization (Ning et al., 2020a ; Tax et al., 2019).']",10.1016/j.neuroimage.2022.118958
www.nitric.org,"['Diﬀusion mapping Diﬀusion-weighted (DWI) spin-echo echo-planar images were con-verted from DICOM to NIfTI format (www.nitric.org ; (Li et al., 2016)), and then processed using the FMRIB Diﬀusion Toolbox DTIFIT (Behrens et al., 2003).']",10.1016/j.neuroimage.2022.119488
http://www.psmd-marker.com,"['The peak width of skeletonized mean diﬀusivity, PSMD, (Baykara et al., 2016) was calculated using FSL and a publicly available script (http://www.psmd-marker.com , version 1.0).']",10.1016/j.neuroimage.2022.119488
http://creativecommons.org/licenses/by-nc-nd/4.0/,['This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/) M.'],10.1016/j.neuroimage.2022.119488
https://doi.org/10.1016/j.neuroimage.2022.119488,['In this https://doi.org/10.1016/j.neuroimage.2022.119488.'],10.1016/j.neuroimage.2022.119488
www.elsevier.com/locate/neuroimage,"['NeuroImage 260 (2022) 119488 Contents lists available at ScienceDirect NeuroImage journal homepage: www.elsevier.com/locate/neuroimage Short-term repeatability and long-term reproducibility of quantitative MR imaging biomarkers in a single centre longitudinal study Marina Salluzzi a , c , ∗ , Cheryl R.']",10.1016/j.neuroimage.2022.119488
http://www.fmrib.ox.ac.uk,"['Fractional anisotropy (FA), mean (MD), radial (RD) and axial (AxD) diﬀusivity (mm 2/s) were de-termined for selected white matter tracts using the Johns Hopkins University white matter atlas (Mori et al., 2005) available in FSL (http://www.fmrib.ox.ac.uk).']",10.1016/j.neuroimage.2022.119488
https://github.com/iBen-foundation/iBen-atlas,['NeuroImage 260 (2022) 119494 Data and code availability Statement All atlas ﬁles and python codes are currently available at this address: https://github.com/iBen-foundation/iBen-atlas.'],10.1016/j.neuroimage.2022.119494
https://www.ibenfund.com/ressources,['These templates are made available to the scientiﬁc community (https://www.ibenfund.com/ressources) and could be used in a regis-tration pipeline.'],10.1016/j.neuroimage.2022.119494
http://creativecommons.org/licenses/by-nc-nd/4.0/,['This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/) B.'],10.1016/j.neuroimage.2022.119494
www.elsevier.com/locate/neuroimage,['NeuroImage 260 (2022) 119494 Contents lists available at ScienceDirect NeuroImage journal homepage: www.elsevier.com/locate/neuroimage A quantitative cholinergic and catecholaminergic 3D Atlas of the developing mouse brain B.'],10.1016/j.neuroimage.2022.119494
https://doi.org/10.1016/j.neuroimage.2022.119494,"['DA neurons via the substantia nigra-striatum and neo-cortex projections regulate motricity and cognitive functions that dete-riorate in Parkinson’s Disease, senile dementia or Alzheimer’s disease https://doi.org/10.1016/j.neuroimage.2022.119494.']",10.1016/j.neuroimage.2022.119494
www.elsevier.com/locate/neuroimage,"['NeuroImage 257 (2022) 119294 Contents lists available at ScienceDirect NeuroImage journal homepage: www.elsevier.com/locate/neuroimage Feature-reweighted representational similarity analysis: A method for improving the ﬁt between computational models, brains, and behavior Philipp Kaniuth ∗ , Martin N.']",10.1016/j.neuroimage.2022.119294
https://doi.org/10.1016/j.neuroimage.2022.119294,"['While in recent years a lot of focus has been placed on improving the reliability of RDMs (Walther et al., 2016 ; Charest et al., 2018) and iden-tifying the most appropriate dissimilarity measure (Walther et al., 2016 ; https://doi.org/10.1016/j.neuroimage.2022.119294.']",10.1016/j.neuroimage.2022.119294
http://creativecommons.org/licenses/by/4.0/,['This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/) P.'],10.1016/j.neuroimage.2022.119294
https://github.com/ViCCo-Group/frrsa,"['To facilitate future use of this method, we provide a toolbox to run FR-RSA in Python (https://github.com/ViCCo-Group/frrsa), with recommenda-tions regarding implementational choices.']",10.1016/j.neuroimage.2022.119294
https://github.com/poldracklab/fmriprep,"['fMRI preprocessing Volumes were converted to NIFTI format and preprocessed us-ing the Brain Imaging Data Structure (BIDS; Gorgolewski et al., 2016) fmriprep pipeline version 1.18 (Esteban et al., 2019 ; https://github.com/poldracklab/fmriprep).']",10.1016/j.neuroimage.2022.119205
http://creativecommons.org/licenses/by-nc-nd/4.0/,['This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/) R.M.'],10.1016/j.neuroimage.2022.119205
www.elsevier.com/locate/neuroimage,['NeuroImage 255 (2022) 119205 Contents lists available at ScienceDirect NeuroImage journal homepage: www.elsevier.com/locate/neuroimage Neural reactivation and judgements of vividness reveal separable contributions to mnemonic representation Ryan M.'],10.1016/j.neuroimage.2022.119205
strimmerlab.org/software/sda,"['Whole-brain classiﬁcation models were generated using shrinkage discriminant analysis (SDA; Strimmer Lab, Imperial College London; strimmerlab.org/software/sda).']",10.1016/j.neuroimage.2022.119205
https://doi.org/10.1016/j.neuroimage.2022.119205,['https://doi.org/10.1016/j.neuroimage.2022.119205.'],10.1016/j.neuroimage.2022.119205
https://doi.org/10.1016/j.neuroimage.2022.118878,['Could these tools be leveraged https://doi.org/10.1016/j.neuroimage.2022.118878.'],10.1016/j.neuroimage.2022.118878
car-toolcommunity.unige.ch,"['In order to determine the optimal number of clusters at the individual and the group level, we used the criteria implemented in Cartool (a free academic software developed by Denis Brunet; car-toolcommunity.unige.ch), based on seven maximally independent cri-teria: Davies and Bouldin, Gamma, Silhouette, Dunn Robust, Point-Biserial, Krzanowski-Lai Index, and Cross-Validation (Custo et al., 2017 ; Murray et al., 2008 ; Brunet et al., 2011).']",10.1016/j.neuroimage.2022.118878
https://www.ant-neuro.com/,['EEG data were acquired in a dimly light room using a 128-channel ANT Neuro Waveguard System (https://www.ant-neuro.com/) sampled online at 1kHZ with a Cz reference.'],10.1016/j.neuroimage.2022.118878
http://creativecommons.org/licenses/by-nc-nd/4.0/,['This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/) M.I.'],10.1016/j.neuroimage.2022.118878
https://cinetic.arts.ro/en/met-2/,"['Participants and data collection > Participants in the study were recruited through advertisement within the University of Bucharest, University of theater and Film and the CINETic’s Research center website https://cinetic.arts.ro/en/met-2/.']",10.1016/j.neuroimage.2022.118878
www.elsevier.com/locate/neuroimage,['NeuroImage 249 (2022) 118878 Contents lists available at ScienceDirect NeuroImage journal homepage: www.elsevier.com/locate/neuroimage Spontaneous thought and microstate activity modulation by social imitation Miralena I.'],10.1016/j.neuroimage.2022.118878
cartoolcommunity.unige.ch,"['The free academic software Cartool (cartoolcommunity.unige.ch) was used for the EEG data processing and microstate analysis (Brunet et al., 2011).', 'The Cartool software (cartoolcommunity.unige.ch) has been pro-grammed by Denis Brunet, from the Functional Brain Mapping Labora-tory (FBMLab), Geneva, Switzerland, and is supported by the Center for Biomedical Imaging (CIBM) of Geneva and Lausanne.']",10.1016/j.neuroimage.2022.118878
https://doi.org/10.1016/j.neuroimage.2022.119637,['This is an important limitation for https://doi.org/10.1016/j.neuroimage.2022.119637.'],10.1016/j.neuroimage.2022.119637
https://github.com/Jfortin1/neurocombat_sklearn,"['This is especially true for DenseNet, the best performing net-work on both VBM and Quasi-Raw on the internal test, one of the mod-els that retains the most site information (8.0% Bacc and 15.2% Bacc 4 https://github.com/Jfortin1/neurocombat_sklearn. 11 B.']",10.1016/j.neuroimage.2022.119637
http://fcon_1000.projects.nitrc.org/indi/abide/abide_II.html,['We conducted a semi-automatic quality control (QC) guided with quality metrics leading to a selection of images that meet the quality criteria for all three pre-processing pipelines (see Fig. 5 and the detailed QC per pre-processing below). 1 https://brain-development.org/ixi-dataset. 2 http://fcon_1000.projects.nitrc.org/indi/abide/abide_I.html. 3 http://fcon_1000.projects.nitrc.org/indi/abide/abide_II.html. 2 B.'],10.1016/j.neuroimage.2022.119637
http://creativecommons.org/licenses/by-nc-nd/4.0/,['This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/) B.'],10.1016/j.neuroimage.2022.119637
http://www.neuro.uni-jena.de/cat,['CAT12 VBM Steps: Voxel-Based Morphometry (VBM) was performed with CAT12 Gaser and Dahnke (2016) (http://www.neuro.uni-jena.de/cat).'],10.1016/j.neuroimage.2022.119637
https://brain-development.org/ixi-dataset,['We conducted a semi-automatic quality control (QC) guided with quality metrics leading to a selection of images that meet the quality criteria for all three pre-processing pipelines (see Fig. 5 and the detailed QC per pre-processing below). 1 https://brain-development.org/ixi-dataset. 2 http://fcon_1000.projects.nitrc.org/indi/abide/abide_I.html. 3 http://fcon_1000.projects.nitrc.org/indi/abide/abide_II.html. 2 B.'],10.1016/j.neuroimage.2022.119637
http://fcon_1000.projects.nitrc.org/indi/abide/abide_I.html,['We conducted a semi-automatic quality control (QC) guided with quality metrics leading to a selection of images that meet the quality criteria for all three pre-processing pipelines (see Fig. 5 and the detailed QC per pre-processing below). 1 https://brain-development.org/ixi-dataset. 2 http://fcon_1000.projects.nitrc.org/indi/abide/abide_I.html. 3 http://fcon_1000.projects.nitrc.org/indi/abide/abide_II.html. 2 B.'],10.1016/j.neuroimage.2022.119637
www.elsevier.com/locate/neuroimage,"['NeuroImage 263 (2022) 119637 Contents lists available at ScienceDirect NeuroImage journal homepage: www.elsevier.com/locate/neuroimage OpenBHB: a Large-Scale Multi-Site Brain MRI Data-set for Age Prediction and Debiasing Benoit Dufumier ∗ , Antoine Grigis , Julie Victor , Corentin Ambroise , Vincent Frouin , Edouard Duchesnay NeuroSpin, CEA Saclay, UniversitéParis-Saclay, France a b s t r a c t Prediction of chronological age from neuroimaging in the healthy population is an important issue because the deviations from normal brain age may highlight abnormal trajectories towards brain disorders.']",10.1016/j.neuroimage.2022.119637
https://brainprep.readthedocs.io,['The project hosting the codes is freely accessible at https://brainprep.readthedocs.io.'],10.1016/j.neuroimage.2022.119637
https://baobablab.github.io/bhb,"['All up-to-date information are centralized at this lo-cation https://baobablab.github.io/bhb.', 'is described on the web page: https://baobablab.github.io/bhb/challenges/age_prediction_with_site_removal.', 'Their implementation is available on challenge web page : https://baobablab.github.io/bhb/challenges/age_prediction_with_site_removal.']",10.1016/j.neuroimage.2022.119637
https://surfer.nmr.mgh.harvard.edu,['FreeSurfer Steps: Cortical analysis was performed with FreeSurfer “recon-all ”(https://surfer.nmr.mgh.harvard.edu).'],10.1016/j.neuroimage.2022.119637
https://baobablab.github.io/bhb/challenges/age_prediction_with_site_removal,"['is described on the web page: https://baobablab.github.io/bhb/challenges/age_prediction_with_site_removal.', 'Their implementation is available on challenge web page : https://baobablab.github.io/bhb/challenges/age_prediction_with_site_removal.']",10.1016/j.neuroimage.2022.119637
https://ramp.studio,"['Acknowledgments We are exceedingly grateful to Alexandre Gramfort, Francois Caud, Guillaume Lemaître, Thomas Moreau (Université Paris-Saclay, Inria, CEA) and Roman Yurchak (Symerio SME, Paris area) to provide access and active support to the challenge platform: https://ramp.studio.']",10.1016/j.neuroimage.2022.119637
mgh.harvard.edu,['mgh.harvard.edu).'],10.1016/j.neuroimage.2022.119461
https://sourceforge.net/projects/faster/,['EEG preprocessing was performed using EEGLAB toolbox (https://eeglab.org) and FASTER plugin (https://sourceforge.net/projects/faster/).'],10.1016/j.neuroimage.2022.119461
http://creativecommons.org/licenses/by-nc-nd/4.0/,['This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/) L.'],10.1016/j.neuroimage.2022.119461
https://www.mathworks.com/help/stats/kmeans.html,['Clustering analysis was conducted using the MATLAB kmeans function (https://www.mathworks.com/help/stats/kmeans.html).'],10.1016/j.neuroimage.2022.119461
www.elsevier.com/locate/neuroimage,"['NeuroImage 260 (2022) 119461 Contents lists available at ScienceDirect NeuroImage journal homepage: www.elsevier.com/locate/neuroimage Brain-wide neural co-activations in resting human Lei Ding a , b , ∗ , Guofa Shou a , Yoon-Hee Cha c , John A.']",10.1016/j.neuroimage.2022.119461
https://eeglab.org,['EEG preprocessing was performed using EEGLAB toolbox (https://eeglab.org) and FASTER plugin (https://sourceforge.net/projects/faster/).'],10.1016/j.neuroimage.2022.119461
accu-https://doi.org/10.1016/j.neuroimage.2022.119461,['While the evidence of neural origins for fMRI RSNs are accu-https://doi.org/10.1016/j.neuroimage.2022.119461.'],10.1016/j.neuroimage.2022.119461
https://abcdstudy.org/federal-partners.html,['A full list of supporters is available at https://abcdstudy.org/federal-partners.html.'],10.1016/j.neuroimage.2022.119485
https://www.humanconnectome.org/study/hcp-young-adult,['Data and code availability All data used in this study are openly available and can be ac-cessed directly from the HCP (https://www.humanconnectome.org/study/hcp-young-adult) and ABCD (https://abcdstudy.org/) websites.'],10.1016/j.neuroimage.2022.119485
https://abcdstudy.org/consortium_members/,['A listing of participat-ing sites and a complete listing of the study investigators can be found at https://abcdstudy.org/consortium_members/.'],10.1016/j.neuroimage.2022.119485
http://creativecommons.org/licenses/by-nc-nd/4.0/,['This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/) E.'],10.1016/j.neuroimage.2022.119485
https://doi.org/10.1016/j.neuroimage.2022.119485,"['Mounting evidence suggests that core fea-tures of brain anatomy are predictive of human behavior, but vary https://doi.org/10.1016/j.neuroimage.2022.119485.']",10.1016/j.neuroimage.2022.119485
https://abcdstudy.org/,"['Data and code availability All data used in this study are openly available and can be ac-cessed directly from the HCP (https://www.humanconnectome.org/study/hcp-young-adult) and ABCD (https://abcdstudy.org/) websites.', 'A full list of supporters is available at https://abcdstudy.org/federal-partners.html.', 'A listing of participat-ing sites and a complete listing of the study investigators can be found at https://abcdstudy.org/consortium_members/.']",10.1016/j.neuroimage.2022.119485
https://abcdstudy.org,"['Data and code availability All data used in this study are openly available and can be ac-cessed directly from the HCP (https://www.humanconnectome.org/study/hcp-young-adult) and ABCD (https://abcdstudy.org/) websites.', 'Data used in the preparation of this article were also obtained from the Adolescent Brain Cognitive Development SM (ABCD) Study (https://abcdstudy.org), held in the NIMH Data Archive (NDA).', 'A full list of supporters is available at https://abcdstudy.org/federal-partners.html.', 'A listing of participat-ing sites and a complete listing of the study investigators can be found at https://abcdstudy.org/consortium_members/.']",10.1016/j.neuroimage.2022.119485
www.elsevier.com/locate/neuroimage,"['NeuroImage 260 (2022) 119485 Contents lists available at ScienceDirect NeuroImage journal homepage: www.elsevier.com/locate/neuroimage Proportional intracranial volume correction diﬀerentially biases behavioral predictions across neuroanatomical features, sexes, and development Elvisha Dhamala a , b , ∗ , Leon Qi Rong Ooi c , d , e , f , Jianzhong Chen d , e , f , Ru Kong c , d , f , Kevin M.']",10.1016/j.neuroimage.2022.119485
https://github.com/elvisha/neuroanatomical-predictions-of-behaviour,['Code used to generate the results presented here are available on GitHub (https://github.com/elvisha/neuroanatomical-predictions-of-behaviour).'],10.1016/j.neuroimage.2022.119485
https://doi.org/10.1016/j.neuroimage.2022.119620,['For radioligands for which no https://doi.org/10.1016/j.neuroimage.2022.119620.'],10.1016/j.neuroimage.2022.119620
https://github.com/Gjertrud/LEA,"['LEA Matlab code, and instructions on how to use it, are available at https://github.com/Gjertrud/LEA.', 'Matlab code for Likelihood Es-timation of Aﬃnity (LEA) is available at https://github.com/Gjertrud/LEA.']",10.1016/j.neuroimage.2022.119620
http://creativecommons.org/licenses/by-nc-nd/4.0/,['This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/) G.L.'],10.1016/j.neuroimage.2022.119620
www.elsevier.com/locate/neuroimage,"['NeuroImage 263 (2022) 119620 Contents lists available at ScienceDirect NeuroImage journal homepage: www.elsevier.com/locate/neuroimage Designing drug occupancy studies with PET neuroimaging: Sample size, occupancy ranges and analytical methods Gjertrud Louise Laurell a , b , ∗ , Pontus Plavén-Sigray a , Claus Svarer a , R.']",10.1016/j.neuroimage.2022.119620
https://github.com/martinschain/LEO,"['LEO Matlab code, and instructions on how to use it, are available at https://github.com/martinschain/LEO.', 'Matlab code for Likelihood Estimation of Occupancy (LEO) is available at https://github.com/martinschain/LEO.']",10.1016/j.neuroimage.2022.119620
https://gitlab.lrz.de/nmrm_lab/public_projects/bold-simulation,['Data/code availability The Matlab code of the simulation framework is publicly avail-able at https://zenodo.org/record/3773316 and https://gitlab.lrz.de/nmrm_lab/public_projects/bold-simulation.'],10.1016/j.neuroimage.2022.119208
https://doi.org/10.1016/j.neuroimage.2022.119208,['Preibisch). 1 These authors contributed equally to this study https://doi.org/10.1016/j.neuroimage.2022.119208.'],10.1016/j.neuroimage.2022.119208
http://creativecommons.org/licenses/by/4.0/,['This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/) S.C.'],10.1016/j.neuroimage.2022.119208
www.elsevier.com/locate/neuroimage,['NeuroImage 255 (2022) 119208 Contents lists available at ScienceDirect NeuroImage journal homepage: www.elsevier.com/locate/neuroimage Resting-state BOLD functional connectivity depends on the heterogeneity of capillary transit times in the human brain A combined lesion and simulation study about the inﬂuence of blood ﬂow response timing Sebastian C.'],10.1016/j.neuroimage.2022.119208
https://zenodo.org/record/3773316,['Data/code availability The Matlab code of the simulation framework is publicly avail-able at https://zenodo.org/record/3773316 and https://gitlab.lrz.de/nmrm_lab/public_projects/bold-simulation.'],10.1016/j.neuroimage.2022.119208
adni.loni.usc.edu/,"['To study the tem-poral pattern, we utilized longitudinal data from the Alzheimer’s Dis-ease Neuroimaging Initiative (ADNI) (http://adni.loni.usc.edu/) from individuals with up to 8 years of follow-up.', 'Participants Data were downloaded from the Alzheimer’s Disease Neuroimaging Initiative (ADNI) database that included ADNI1, ADNI-GO, ADNI2, and ADNI3 (adni.loni.usc.edu/).', 'Data access requires acceptance of the ADNI Data Use Agreement (https://adni.loni.usc.edu/wp-content/uploads/how_to_apply/ADNI_Data_Use_Agreement.pdf) and online application form (https://adni.loni.usc.edu/data-samples/access-data/).']",10.1016/j.neuroimage.2022.119621
www.fnih.org,['Private sector contributions are facilitated by the Foundation for the National Institutes of Health (www.fnih.org).'],10.1016/j.neuroimage.2022.119621
https://adni.loni.usc.edu/wp-content/uploads/how_to_apply/ADNI_Data_Use_Agreement.pdf,['Data access requires acceptance of the ADNI Data Use Agreement (https://adni.loni.usc.edu/wp-content/uploads/how_to_apply/ADNI_Data_Use_Agreement.pdf) and online application form (https://adni.loni.usc.edu/data-samples/access-data/).'],10.1016/j.neuroimage.2022.119621
http://creativecommons.org/licenses/by-nc-nd/4.0/,['This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/) A.'],10.1016/j.neuroimage.2022.119621
https://doi.org/10.1016/j.neuroimage.2022.119621,['This estimated age is also called brain age and allows the diﬀerence of this estimated brain age to the https://doi.org/10.1016/j.neuroimage.2022.119621.'],10.1016/j.neuroimage.2022.119621
www.elsevier.com/locate/neuroimage,"['NeuroImage 263 (2022) 119621 Contents lists available at ScienceDirect NeuroImage journal homepage: www.elsevier.com/locate/neuroimage Investigating the temporal pattern of neuroimaging-based brain age estimation as a biomarker for Alzheimer’s Disease related neurodegeneration Alexei Taylor a , Fengqing Zhang a , 1 , ∗ , Xin Niu a , Ashley Heywood b , Jane Stocks b , Gangyi Feng c , d , Karteek Popuri g , Mirza Faisal Beg e , Lei Wang b , f , 1 , the Alzheimer’s Disease Neuroimaging Initiative 1 a Department of Psychological and Brain Sciences, Drexel University, Philadelphia, PA 19104, USA b Department of Psychiatry and Behavioral Sciences, Feinberg School of Medicine, Northwestern University, Chicago, IL 60611, USA c Department of Linguistics and Modern Languages, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong SAR, China d Brain and Mind Institute, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong SAR, China e School of Engineering Science, Simon Fraser University, Burnaby, V6A1S6 BCE, Canada f Department of Psychiatry and Behavioral Health, Ohio State University Wexner Medical Center, Columbus, OH 43210, USA g Department of Computer Science, Memorial University of Newfoundland, St.']",10.1016/j.neuroimage.2022.119621
http://adni.loni.usc.edu/,"['To study the tem-poral pattern, we utilized longitudinal data from the Alzheimer’s Dis-ease Neuroimaging Initiative (ADNI) (http://adni.loni.usc.edu/) from individuals with up to 8 years of follow-up.']",10.1016/j.neuroimage.2022.119621
adni.loni.usc.edu,"['To study the tem-poral pattern, we utilized longitudinal data from the Alzheimer’s Dis-ease Neuroimaging Initiative (ADNI) (http://adni.loni.usc.edu/) from individuals with up to 8 years of follow-up.', 'Participants Data were downloaded from the Alzheimer’s Disease Neuroimaging Initiative (ADNI) database that included ADNI1, ADNI-GO, ADNI2, and ADNI3 (adni.loni.usc.edu/).', 'DATA availability statement Data used in this study are publicly available through the Alzheimer’s Disease Neuroimaging Initiative (ADNI) database (adni.loni.usc.edu).', 'Data access requires acceptance of the ADNI Data Use Agreement (https://adni.loni.usc.edu/wp-content/uploads/how_to_apply/ADNI_Data_Use_Agreement.pdf) and online application form (https://adni.loni.usc.edu/data-samples/access-data/).']",10.1016/j.neuroimage.2022.119621
https://adni.loni.usc.edu/data-samples/access-data/,['Data access requires acceptance of the ADNI Data Use Agreement (https://adni.loni.usc.edu/wp-content/uploads/how_to_apply/ADNI_Data_Use_Agreement.pdf) and online application form (https://adni.loni.usc.edu/data-samples/access-data/).'],10.1016/j.neuroimage.2022.119621
http://creativecommons.org/licenses/by/4.0/,['This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/) R.V.'],10.1016/j.neuroimage.2022.119408
www.elsevier.com/locate/neuroimage,"['NeuroImage 259 (2022) 119408 Contents lists available at ScienceDirect NeuroImage journal homepage: www.elsevier.com/locate/neuroimage Regional hypothalamic, amygdala, and midbrain periaqueductal gray matter recruitment during acute pain in awake humans: A 7-Tesla functional magnetic resonance imaging study Rebecca V Robertson a , Lewis S Crawford a , Noemi Meylakh a , Paul M Macey b , Vaughan G Maceﬁeld c , Kevin A Keay a , Luke A Henderson a , ∗ a School of Medical Sciences (Neuroscience), Brain and Mind Centre, University of Sydney, 2006, Australia b UCLA School of Nursing and Brain Research Institute, University of California, Los Angeles, CA 90095, USA c Baker Heart and Diabetes Institute, Melbourne, VIC, Australia a r t i c l e i n f o Keywords: Functional MRI Pain Brainstem Hypothalamus Amygdala Ultra-high ﬁeld MRI a b s t r a c t Over the past two decades, magnetic resonance imaging (MRI) studies have explored brain activation patterns during acute noxious stimuli.']",10.1016/j.neuroimage.2022.119408
https://doi.org/10.1016/j.neuroimage.2022.119408,['These recruitment patterns likely underpin https://doi.org/10.1016/j.neuroimage.2022.119408.'],10.1016/j.neuroimage.2022.119408
http://www.nitrc.org/projects/conn,['Data and code availability statement The CONN toolbox is freely available online (http://www.nitrc.org/projects/conn).'],10.1016/j.neuroimage.2022.119355
http://creativecommons.org/licenses/by/4.0/,['This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/) K.I.'],10.1016/j.neuroimage.2022.119355
www.nitrc.org/projects/conn,"['NeuroImage 258 (2022) 119355 (www.nitrc.org/projects/conn , RRID:SCR_009550; Whitﬁeld-Gabrieli and Nieto-Castanon, 2012).', 'Data and code availability statement The CONN toolbox is freely available online (http://www.nitrc.org/projects/conn).']",10.1016/j.neuroimage.2022.119355
https://github.com/kkim-codeArchive/aﬀectNeuroStudy,['The code for inter-subject similarity analysis is available https://github.com/kkim-codeArchive/aﬀectNeuroStudy.'],10.1016/j.neuroimage.2022.119355
