DOI,URL,sentence,Method,Material,Supplement
10.1016/j.neuroimage.2022.119190,2.1.2.2,2.1.2.2.,0,0,1
10.1016/j.neuroimage.2022.119190,3design.github.io/globalbrainconsortium.org/project-norms.html,It is one of the main projects of the Global Brain Consor-tium (https://3design.github.io/GlobalBrainConsortium.org/project-norms.html).,0,0,1
10.1016/j.neuroimage.2022.119190,2.3.2.2,2.3.2.2.,0,0,1
10.1016/j.neuroimage.2022.119190,2.1.2.1,2.1.2.1.,0,0,1
10.1016/j.neuroimage.2022.119651,coins.trendscenter.org,Data and code availability The data used in this article will be made publicly available through the COINS framework at the completion of the study (https://coins.trendscenter.org/).,0,1,0
10.1016/j.neuroimage.2022.119651,github.com/nichrishayes/artifactscantool,"Using cus-tom lab software (https://github.com/nichrishayes/ArtifactScanTool), amplitude and gradient metrics for each epoch were computed, and epochs containing outlier values were rejected using an individualized ﬁxed threshold method, supplemented with visual inspection.",1,0,0
10.1016/j.neuroimage.2022.119180,github.com/mandymejia/bayesfmri,Model ﬁtting was performed in using the BayesfMRI R package (version 1.8) (https://github.com/mandymejia/BayesfMRI/).,1,0,0
10.1016/j.neuroimage.2022.119180,github.com/mandymejia/als-bayesianglm-paper,All code used to perform the data anal-yses presented in this paper is available at the following Github reposi-tory: https://github.com/mandymejia/ALS-BayesianGLM-paper/. 10 A.F.,1,0,0
10.1016/j.neuroimage.2022.119044,gitlab.com/clh96/face,Code availability The code to recreate ﬁgures and statistics is available at the cor-responding author’s GitLab repository (https://gitlab.com/CLH96/face 8 C.L.,1,0,0
10.1016/j.neuroimage.2022.119227,osf.io/qgdn9/declaration,"The raw dataset is not publicly available due to inherently identiﬁable nature of the data, but other data (stimuli, behavioral response data, and resulting group con-trasts) are available in the OSF repository: https://osf.io/qgdn9/Declaration of Competing Interest The authors declare that they have no known competing ﬁnancial interests or personal relationships that could have appeared to inﬂuence the work reported in this paper.",0,1,0
10.1016/j.neuroimage.2021.118783,warwick.ac.uk/snpm,"Next, to test which regions showed higher than chance orientation de-coding performance, we used SnPM13 (http://warwick.ac.uk/snpm) to assess signiﬁcance using nonparametric permutation tests (Nichols and Holmes, 2001) with 10,000 permutations and 6 mm FWHM variance smoothing.",1,0,0
10.1016/j.neuroimage.2021.118783,osf.io/uwb48,"Code is available at: https://osf.io/uwb48/3., Code is available at: https://osf.io/uwb48/.",1,0,0
10.1016/j.neuroimage.2021.118783,osf.io/uwb48/3,Code is available at: https://osf.io/uwb48/3.,1,0,0
10.1016/j.neuroimage.2021.118783,ac.uk/spm,ac.uk/spm/).,0,0,1
10.1016/j.neuroimage.2022.119002,github.com/thomasyeolab/cbig/tree/master/stable_projects/brain_parcellation/schaefer2018_localglobal,The parcellation atlas is publicly available on Github (https://github.com/ThomasYeoLab/CBIG/tree/master/stable_projects/brain_parcellation/Schaefer2018_LocalGlobal).,0,1,0
10.1016/j.neuroimage.2022.119002,dsi-studio.labsolver.org,"Diﬀusion MRI data were reconstructed in DSI Studio (http://dsi-studio.labsolver.org) using q-space diﬀeomorphic re-construction (QSDR) (Yeh and Tseng, 2011) with a mean diﬀusion dis-tance ratio of 1.25.",1,0,0
10.1016/j.neuroimage.2022.119002,humanconnectome.org/study/hcp-young-adult,Data and code availability The diﬀusion MRI and functional MRI data are available through Human Connectome Project (https://www.humanconnectome.org/study/hcp-young-adult).,0,1,0
10.1016/j.neuroimage.2022.119136,ﬁl.ion.ucl.ac.uk/spm/software/spm12,"gray matter (GM) segmentation was conducted in EPI space using the SPM tissue probability map, with p > 0.8 (http://www.ﬁl.ion.ucl.ac.uk/spm/software/spm12).",1,0,0
10.1016/j.neuroimage.2022.119136,nitrc.org,Publically available cPESTICA package cPESTICA software is (will be) available on the NeuroImaging Tools & Resources Collaboratory (NITRC) website: www.nitrc.org.,1,0,0
10.1016/j.neuroimage.2022.119551,github.com/mrtrix3/mrtrix3,"Processing of the imaging data The anatomical scans and the dMRI data were processed with our MRX-Brain ANT pipeline that uses the CSD tractography framework (Tournier et al. 2004 , 2007 , 2012) of the MRtrix3 software (https://github.com/MRtrix3/mrtrix3).",1,0,0
10.1016/j.neuroimage.2022.119551,clinicaltrials.gov,"The MORE registry data support the eﬀectiveness and safety of ANT-DBS therapy in a real-world setting in the years following implantation (MORE ClinicalTrials.gov Identiﬁer: NCT01521754, ﬁrst posted January 31, 2012).",0,1,0
10.1016/j.neuroimage.2022.119551,ida.loni.usc.edu/login.jsp,Acknowledgment In the preparation of this work we used data obtained from the MGH-USC Human Connectome Project (HCP) database (https://ida.loni.usc.edu/login.jsp); from Prof.,0,1,0
10.1016/j.neuroimage.2022.119551,protocols.humanconnectome.org/hcp/7t,"The data of 10 subjects with the full MRI acqui-sition pipeline of 2 structural, 4 resting state, 7 tasks and 1 DWI session were selected (for complete scanning protocols for each 7T imaging ses-sion see http://protocols.humanconnectome.org/HCP/7T).",0,1,0
10.1016/j.neuroimage.2022.119011,osf.io/6waj9/?view_only,"Schütz-Bosbach NeuroImage 251 (2022) 119011 advocated by the funding body of this research (Deutsch Forschungs-gemeinschaft, DFG), all data and code are also publicly available via the Open Science Framework repository under the following link: https://osf.io/6waj9/?view_only = f9e25c0bbf2140c4a813eb41695dca1e., Data availability Data and materials of this study are archived online at: https://osf.io/6waj9/?view_only = f9e25c0bbf2140c4a813eb41695dca1e.",0,1,0
10.1016/j.neuroimage.2021.118869,nitrc.org/projects/unc_brain_atlas/50,"Name Number of persons considered in template construction Age range (years) Voxel-size MIITRA_0.5mm 222 65–95 0.5 ×0.5 ×0.5mm 3 MIITRA_1mm (Ridwan et al., 2021) 222 65–95 1 ×1 ×1mm 3 SS 222 65–95 0.5 ×0.5 ×0.5mm 3 MCALT (version 1.4) (Schwarz et al., 2017) 202 30–92 0.5 ×0.5 ×0.5mm 3 ICBM2009b (nonlinear asymmetric) (Fonov et al., 2009 , 2011) 152 18–44 0.5 ×0.5 ×0.5mm 3 Colin27 (version 2008) (Aubert-Broche et al., 2006 , Holmes et al., 1998) 1(27 scans) 33 0.5 ×0.5 ×0.5mm 3 HCP-1200 (S1200 group average) (Glasser et al., 2013) 1113 22–35 0.7 ×0.7 ×0.7mm 3 ICBM2009c (nonlinear asymmetric) (Fonov et al., 2009 , 2011) 152 18–44 1 ×1 ×1mm 3 OASIS (version 2) (Avants and Tustison, 2018) 30 18–90 1 ×1 ×1mm 3 SRI24 (version 2.0) (Rohlﬁng et al., 2010) 24 19–84 1 ×1 ×1mm 3 UNC-Adult (version 2) https://www.nitrc.org/projects/unc_brain_atlas/50 20–50 1 ×1 ×1mm 3 IXI-ANTs (version 2) (Avants and Tustison, 2018) 560 20–90 1.2 ×0.94 ×0.94mm 3 Fig.",1,0,0
10.1016/j.neuroimage.2021.118869,adni.loni.usc.edu,"Arfanakis). 1 A portion of the data used in preparation of this article were obtained from the Alzheimer’s Disease Neuroimaging Initiative (ADNI) database (adni.loni.usc.edu)., A complete listing of ADNI investigators can be found at: http://adni.loni.usc.edu/wp-content/uploads/how_to_apply/ADNI_Acknowledgement_List.pdf a voxel size of 1 ×1 ×1mm 3 or larger., The introduction of advanced im-age reconstruction techniques (Jia et al., 2016 ; Jafari-Khouzani, 2014 ; Manjón et al., 2010 a, 2010 b; Zhang et al., 2009), AI-based resolu-tion enhancements (Chen et al., 2018 ; Pham et al., 2019 ; Sánchez and Vilaplana, 2018 ; Zeng et al., 2018), and advances in neuroimaging soft-ware (Manjón et al., 2020 ; Park et al., 2014 ; Sone et al., 2016) and MRI hardware have sparked an interest in studying the older adult brain at submillimeter resolution (Bookheimer et al., 2019 ; de Flores et al., 2015 ; Yushkevich et al., 2015 ; ADNI3 http://adni.loni.usc.edu)., Dataset 2 consisted of T1w brain MRI data collected on 222 non-demented older adults (65-95 age-range, mean ± sd age = 80.1 ± 5.7 years, 50% female) participating in the Alzheimer’s Disease Neuroimag-ing Initiative 3 (ADNI3) (http://adni.loni.usc.edu).",0,0,1
10.1016/j.neuroimage.2021.118869,adni.loni.usc.edu/wp-content/uploads/how_to_apply/adni_acknowledgement_list.pdf,A complete listing of ADNI investigators can be found at: http://adni.loni.usc.edu/wp-content/uploads/how_to_apply/ADNI_Acknowledgement_List.pdf a voxel size of 1 ×1 ×1mm 3 or larger.,0,0,1
10.1016/j.neuroimage.2021.118869,adni.loni.usc.edu,"A complete listing of ADNI investigators can be found at: http://adni.loni.usc.edu/wp-content/uploads/how_to_apply/ADNI_Acknowledgement_List.pdf a voxel size of 1 ×1 ×1mm 3 or larger., The introduction of advanced im-age reconstruction techniques (Jia et al., 2016 ; Jafari-Khouzani, 2014 ; Manjón et al., 2010 a, 2010 b; Zhang et al., 2009), AI-based resolu-tion enhancements (Chen et al., 2018 ; Pham et al., 2019 ; Sánchez and Vilaplana, 2018 ; Zeng et al., 2018), and advances in neuroimaging soft-ware (Manjón et al., 2020 ; Park et al., 2014 ; Sone et al., 2016) and MRI hardware have sparked an interest in studying the older adult brain at submillimeter resolution (Bookheimer et al., 2019 ; de Flores et al., 2015 ; Yushkevich et al., 2015 ; ADNI3 http://adni.loni.usc.edu)., Dataset 2 consisted of T1w brain MRI data collected on 222 non-demented older adults (65-95 age-range, mean ± sd age = 80.1 ± 5.7 years, 50% female) participating in the Alzheimer’s Disease Neuroimag-ing Initiative 3 (ADNI3) (http://adni.loni.usc.edu).",0,0,1
10.1016/j.neuroimage.2021.118869,nitrc.org/projects/unc_brain_atlas,"Comparison of MIITRA_0.5mm to other standardized and study-speciﬁc templates The MIITRA_0.5mm template was compared to other standard-ized and study-speciﬁc templates with diﬀerent voxel-sizes: three stan-dardized templates with 0.5mm isotropic voxels, namely (a) MCALT (Schwarz et al., 2017), (b) ICBM2009b (Fonov et al., 2009 , 2011), and (c) Colin27 (Aubert-Broche et al., 2006 ; Holmes et al., 1998), (d) a study speciﬁc (SS) template with 0.5 ×0.5 ×0.5mm 3 voxel-size con-structed by applying Steps 1 through 3 (Sections 2.3.1 –2.3.3) to Dataset 2, (e) HCP-1200 with 0.7mm isotropic voxels (Glasser et al., 2013), ﬁve templates with 1mm isotropic voxels, namely (f) MIITRA_1mm (Ridwan et al., 2021), (g) ICBM2009c (Fonov et al., 2009 , 2011), (h) OASIS (Avants and Tustison, 2018), (i) SRI24 (Rohlﬁng et al., 2010), (j) UNC-Adult (https://www.nitrc.org/projects/unc_brain_atlas/), and (k) IXI-ANTs with 1.2 ×0.9375 ×0.9375mm 3 voxel-size (Avants and Tustison, 2018)., Name Number of persons considered in template construction Age range (years) Voxel-size MIITRA_0.5mm 222 65–95 0.5 ×0.5 ×0.5mm 3 MIITRA_1mm (Ridwan et al., 2021) 222 65–95 1 ×1 ×1mm 3 SS 222 65–95 0.5 ×0.5 ×0.5mm 3 MCALT (version 1.4) (Schwarz et al., 2017) 202 30–92 0.5 ×0.5 ×0.5mm 3 ICBM2009b (nonlinear asymmetric) (Fonov et al., 2009 , 2011) 152 18–44 0.5 ×0.5 ×0.5mm 3 Colin27 (version 2008) (Aubert-Broche et al., 2006 , Holmes et al., 1998) 1(27 scans) 33 0.5 ×0.5 ×0.5mm 3 HCP-1200 (S1200 group average) (Glasser et al., 2013) 1113 22–35 0.7 ×0.7 ×0.7mm 3 ICBM2009c (nonlinear asymmetric) (Fonov et al., 2009 , 2011) 152 18–44 1 ×1 ×1mm 3 OASIS (version 2) (Avants and Tustison, 2018) 30 18–90 1 ×1 ×1mm 3 SRI24 (version 2.0) (Rohlﬁng et al., 2010) 24 19–84 1 ×1 ×1mm 3 UNC-Adult (version 2) https://www.nitrc.org/projects/unc_brain_atlas/50 20–50 1 ×1 ×1mm 3 IXI-ANTs (version 2) (Avants and Tustison, 2018) 560 20–90 1.2 ×0.94 ×0.94mm 3 Fig.",1,0,0
10.1016/j.neuroimage.2021.118869,fnih.org,Private sector contributions are facilitated by the Foundation for the National Institutes of Health (www.fnih.org/).,0,0,1
10.1016/j.neuroimage.2021.118869,nitrc.org/projects/miitra,"2) and is available for download at www.nitrc.org/projects/miitra., MIITRA_0.5mm is available for download at www.nitrc.org/projects/miitra., Discussion The present work constructed a 0.5mm isotropic resolution standard-ized T1w template of the older adult brain, termed MIITRA_0.5mm, using principles of super resolution (available for download at www.nitrc.org/projects/miitra)., The MIITRA_0.5mm template is available for download at www.nitrc.org/projects/miitra., MIITRA_0.5mm is available for download at www.nitrc.org/projects/miitra.",1,0,0
10.1016/j.neuroimage.2021.118869,radc.rush.edu,"Data and template availability The data used in this work can be assessed by submitting a re-quest to www.radc.rush.edu., Data and template availability statement The data used in this work can be assessed by submitting a re-quest to www.radc.rush.edu.",0,1,0
10.1016/j.neuroimage.2021.118869,buildtemplateparallel.sh,"A shape update transformation (Avants, and Gee, 2004) was also generated from all resulting aﬃne transforma-tions (shape update was conducted using the built-in algorithm of the ANTs tool buildtemplateparallel.sh).",1,0,0
10.1016/j.neuroimage.2022.119297,dbm.neuro.uni-jena.de/cat12,"The GMV was calculated by using Statis-tical Parametric Mapping (SPM12, https://www.ﬁl.ion.ucl.ac.uk/spm/) (Ashburner, 2012) and the Computational Anatomy Toolbox (CAT12, http://dbm.neuro.uni-jena.de/cat12/) (Iglesias et al., 2015).",1,0,0
10.1016/j.neuroimage.2022.119297,github.com/dezhengtian/dered-harmonization,The source code and trained models are available on GitHub (https://github.com/DezhengTian/DeRed-Harmonization).,1,0,0
10.1016/j.neuroimage.2022.119297,bicr-resource.atr.jp/srpbsts,"Materials and T1 data processing To minimize sampling bias across sites, we trained our harmoniza-tion framework using a traveling subject dataset from the DecNef Project Brain Data Repository (https://bicr-resource.atr.jp/srpbsts/), which was gathered by the Strategic Research Program for the Promotion of Brain Science (SRPBS) (Tanaka et al., 2021 ; Yamashita et al., 2019)., Data and code availability All MRI data used in this study are publicly available to anyone agreeing to the Open Access Data Use Terms at the DecNef Project Brain Data Repository website (https://bicr-resource.atr.jp/srpbsts/).",0,1,0
10.1016/j.neuroimage.2022.119297,ﬁl.ion.ucl.ac.uk/spm,"The GMV was calculated by using Statis-tical Parametric Mapping (SPM12, https://www.ﬁl.ion.ucl.ac.uk/spm/) (Ashburner, 2012) and the Computational Anatomy Toolbox (CAT12, http://dbm.neuro.uni-jena.de/cat12/) (Iglesias et al., 2015).",1,0,0
10.1016/j.neuroimage.2022.119176,r-project.org,"URL https://www.R-project.org/) with the tidyverse package was used for all statistical analyses (Wickham et al., 2019).",1,0,0
10.1016/j.neuroimage.2021.118838,2.2.1.1,fMRI analysis 2.2.1.1.,0,0,1
10.1016/j.neuroimage.2021.118838,ftp://imaging.wustl.edu/pub/raichlab/4dfp_tools,"Functional data pre-processing -eLABE Data were processed through a standard toddler EPI (BOLD) preprocessing pipeline using the 4dfp tool suite (ftp://imaging.wustl.edu/pub/raichlab/4dfp_tools/; Shulman et al., 2010) to remove non-neuronal variance.",1,0,0
10.1016/j.neuroimage.2022.119757,github.com/sccn/labstreaminglayer,"Stimulus triggers were generated with the software Lab Stream-ing Layer (https://github.com/sccn/labstreaminglayer), which was also used for collecting and synchronizing the other streams of data (EEG, be-havioural data).",1,0,0
10.1016/j.neuroimage.2021.118802,github.com/daducci/commit,"For interested readers, we provide more reason-ing for this claim in the Discussion section “Robust modeling or outlier replacement ”. 1 https://github.com/daducci/COMMIT. 2 V., Software code used in the paper is distributed freely via Github repository https://github.com/daducci/COMMIT.",1,0,0
10.1016/j.neuroimage.2022.119523,github.com/abhogal-lab/seevr,Data and code availability The analysis tools used to generate the results presented in this manuscript are freely available via the open-source seeVR toolbox (https://github.com/abhogal-lab/seeVR).,1,0,0
10.1016/j.neuroimage.2022.118875,github.com/zewangnew/bentbx,"Code is available from https://github.com/zewangnew/BENtbx., The brain entropy mapping tool is freely available from our website https://cfn.upenn.edu/zewang/software.html or https://github.com/zewangnew/BENtbx.",1,0,0
10.1016/j.neuroimage.2022.118875,cfn.upenn.edu/zewang/software.html,The brain entropy mapping tool is freely available from our website https://cfn.upenn.edu/zewang/software.html or https://github.com/zewangnew/BENtbx.,1,0,0
10.1016/j.neuroimage.2022.119216,optics.martinos.org/ﬂexnirs/for,"The hardware (circuit schematic and 3D drawing) and the software ﬁles are available on https://optics.martinos.org/ﬂexnirs/for non-commercial use., The hardware (circuit schematic and 3D drawing) and the software ﬁles are available on https://optics.martinos.org/ﬂexnirs/for non-commercial use.",1,0,0
10.1016/j.neuroimage.2022.119412,mgh.harvard.edu,mgh.harvard.edu) segmented MRIs from 40 healthy elderly subjects spatially aligned in MNI standard space.,0,0,1
10.1016/j.neuroimage.2022.119412,github.com/caai/brainpetnr,"The source code of the artiﬁcial neural network, from which the pre-sented models are derived, preprocessing steps for model input, making inferences, and metrics calculation are available at https://github.com/CAAI/brainPETNR (Daveau, 2022)., The code and models for inference are available at https://github.com/CAAI/brainPETNR.",1,0,0
10.1016/j.neuroimage.2022.119166,ukbiobank.ac.uk,"Data and code availability statement Data used in this work were obtained from the publicly avail-able databases: UK Biobank (http://www.ukbiobank.ac.uk/) database, WU-Minn Human Connectome Project (HCP) (http://www.human connectomeproject.org/data/hcp-project/) database and Parkinson Progression Marker Initiative (PPMI) (https://www.ppmi-info.org/) database.",0,1,0
10.1016/j.neuroimage.2022.119166,connectomeproject.org/data/hcp-project,"Data and code availability statement Data used in this work were obtained from the publicly avail-able databases: UK Biobank (http://www.ukbiobank.ac.uk/) database, WU-Minn Human Connectome Project (HCP) (http://www.human connectomeproject.org/data/hcp-project/) database and Parkinson Progression Marker Initiative (PPMI) (https://www.ppmi-info.org/) database.",0,1,0
10.1016/j.neuroimage.2022.119166,ppmi-info.org,"Data and code availability statement Data used in this work were obtained from the publicly avail-able databases: UK Biobank (http://www.ukbiobank.ac.uk/) database, WU-Minn Human Connectome Project (HCP) (http://www.human connectomeproject.org/data/hcp-project/) database and Parkinson Progression Marker Initiative (PPMI) (https://www.ppmi-info.org/) database.",0,1,0
10.1016/j.neuroimage.2022.119682,3.1.2.1,"We preprocessed the pre-recorded EEG data to match the data as it would be processed in real-time (de-trending, re-referencing to global average; see as well chapter 3.1.2.1 Simulation of real-time detection of state transitions)., Procedure 3.1.2.1.",0,1,0
10.1016/j.neuroimage.2022.119682,edfplus.info,"Oﬄine sleep scoring was performed by two independent raters, according to AASM guidelines, using the soft-ware Polyman (http://www.edfplus.info/).",1,0,0
10.1016/j.neuroimage.2022.119682,4.1.3.7,4.1.3.7.,0,0,1
10.1016/j.neuroimage.2022.119682,3.1.2.2,3.1.2.2.,0,0,1
10.1016/j.neuroimage.2022.119682,easycap.de,EEG was recorded using 64 channel BrainCaps MR caps with sintered Ag/AgCl Multitrodes by EASYCAP (www.easycap.de) and two 32 channel ampliﬁers from BrainAmp (www.brainproducts.com).,1,0,0
10.1016/j.neuroimage.2022.119682,4.1.3.6,Data analysis 4.1.3.6.,0,0,1
10.1016/j.neuroimage.2022.119682,4.1.3.13,4.1.3.13.,0,0,1
10.1016/j.neuroimage.2022.119682,4.1.3.8,NeuroImage 264 (2022) 119682 Table 2 Average number of stimulations per condition Condition Fz Fz sham C4 C4 sham CPz CPz sham average trials 42.17 42.92 40.5 39.92 41.83 42.67 SD 28.35 28.1 26.95 24.08 28.92 28.05 4.1.3.8.,0,0,1
10.1016/j.neuroimage.2022.119682,osf.io/ecvq8,"Data availability The relevant code and data for this research is available at the Open Science Framework (https://osf.io/ecvq8/)., Data availability The relevant code and data for this research is available at the Open Science Framework (https://osf.io/ecvq8/).",0,1,0
10.1016/j.neuroimage.2022.119682,4.1.3.12,4.1.3.12.,0,0,1
10.1016/j.neuroimage.2022.119682,4.1.2.4,4.1.2.4.,0,0,1
10.1016/j.neuroimage.2022.119682,4.1.3.10,4.1.3.10.,0,0,1
10.1016/j.neuroimage.2022.119682,4.1.2.3,Data collection 4.1.2.3.,0,0,1
10.1016/j.neuroimage.2022.119682,4.1.2.5,4.1.2.5.,0,0,1
10.1016/j.neuroimage.2022.119682,4.1.3.11,4.1.3.11.,0,0,1
10.1016/j.neuroimage.2022.119682,4.1.3.9,4.1.3.9.,0,0,1
10.1016/j.neuroimage.2022.119682,brainproducts.com,"EEG was recorded using 64 channel BrainCaps MR caps with sintered Ag/AgCl Multitrodes by EASYCAP (www.easycap.de) and two 32 channel ampliﬁers from BrainAmp (www.brainproducts.com)., The software BrainVision Recorder (www.brainproducts.com) was used to record the EEG data.",1,0,0
10.1016/j.neuroimage.2021.118852,enigma.usc.edu/protocols/imaging-protocols,"We followed the ENIGMA protocol for quality assurance, including performing visual checks on all cortical segmentations (http://enigma.usc.edu/protocols/imaging-protocols) and checking for motion among other artifacts.",0,0,1
10.1016/j.neuroimage.2021.118852,71.96.28.21,Measure N M SD Range Amygdala volume T1 171 1.05.13.11 to 1.40 Amygdala volume T2 119 1.02.23.19 to 1.40 Amygdala volume T3 71.96.28.21 to 1.32 SC connectivity T1 172.51.16.15 to.98 SC connectivity T2 118.53.16.15 to.89 SC connectivity T3 64.48.17.12 to.81 CC connectivity T1 172.095.076 -.048 to.35 CC connectivity T2 118.11.099 -.021 to.43 CC connectivity T3 64.11.098 -.026 to.42 SC-CC connectivity T1 172.094.086 -.13 to.37 SC-CC connectivity T2 118.092.12 -.25 to.42 SC-CC connectivity T3 64.048.13 -.43 to.36 “N ”= the number of participants who had adequate data for a given variable and a given study time point.,0,0,1
10.1016/j.neuroimage.2021.118852,172.51.16.15,Measure N M SD Range Amygdala volume T1 171 1.05.13.11 to 1.40 Amygdala volume T2 119 1.02.23.19 to 1.40 Amygdala volume T3 71.96.28.21 to 1.32 SC connectivity T1 172.51.16.15 to.98 SC connectivity T2 118.53.16.15 to.89 SC connectivity T3 64.48.17.12 to.81 CC connectivity T1 172.095.076 -.048 to.35 CC connectivity T2 118.11.099 -.021 to.43 CC connectivity T3 64.11.098 -.026 to.42 SC-CC connectivity T1 172.094.086 -.13 to.37 SC-CC connectivity T2 118.092.12 -.25 to.42 SC-CC connectivity T3 64.048.13 -.43 to.36 “N ”= the number of participants who had adequate data for a given variable and a given study time point.,0,0,1
10.1016/j.neuroimage.2021.118852,surfer.nmr.mgh.harvard.edu,The T1-weighted structural brain images of all participants were processed using Freesurfer software version 5.3 (http://surfer.nmr.mgh.harvard.edu).,1,0,0
10.1016/j.neuroimage.2021.118852,mni.mcgill.ca,"Data were warped into Montreal Neurological Institute (MNI) space (http://www.mni.mcgill.ca), and subsequently rewarped to a study-speciﬁc template due to the age range of the participants (Agcaoglu et al., 2020 , 2019).",0,1,0
10.1016/j.neuroimage.2021.118852,118.53.16.15,Measure N M SD Range Amygdala volume T1 171 1.05.13.11 to 1.40 Amygdala volume T2 119 1.02.23.19 to 1.40 Amygdala volume T3 71.96.28.21 to 1.32 SC connectivity T1 172.51.16.15 to.98 SC connectivity T2 118.53.16.15 to.89 SC connectivity T3 64.48.17.12 to.81 CC connectivity T1 172.095.076 -.048 to.35 CC connectivity T2 118.11.099 -.021 to.43 CC connectivity T3 64.11.098 -.026 to.42 SC-CC connectivity T1 172.094.086 -.13 to.37 SC-CC connectivity T2 118.092.12 -.25 to.42 SC-CC connectivity T3 64.048.13 -.43 to.36 “N ”= the number of participants who had adequate data for a given variable and a given study time point.,0,0,1
10.1016/j.neuroimage.2021.118852,64.48.17.12,Measure N M SD Range Amygdala volume T1 171 1.05.13.11 to 1.40 Amygdala volume T2 119 1.02.23.19 to 1.40 Amygdala volume T3 71.96.28.21 to 1.32 SC connectivity T1 172.51.16.15 to.98 SC connectivity T2 118.53.16.15 to.89 SC connectivity T3 64.48.17.12 to.81 CC connectivity T1 172.095.076 -.048 to.35 CC connectivity T2 118.11.099 -.021 to.43 CC connectivity T3 64.11.098 -.026 to.42 SC-CC connectivity T1 172.094.086 -.13 to.37 SC-CC connectivity T2 118.092.12 -.25 to.42 SC-CC connectivity T3 64.048.13 -.43 to.36 “N ”= the number of participants who had adequate data for a given variable and a given study time point.,0,0,1
10.1016/j.neuroimage.2022.119275,github.com/jadecci/partialcorr_factors,The code for the partial correlations used in this study can be found at: https://github.com/jadecci/partialcorr_factors.,1,0,0
10.1016/j.neuroimage.2022.119275,github.com/yalemrrc/cpm,"One famous approach is called the connectome-based predictive modeling (CPM) approach, developed by (Finn et al., 2015), the term CPM established by (Rosenberg et al., 2016), its protocol published by (Shen et al., 2017), codes deposited at https://github.com/YaleMRRC/CPM.",1,0,0
10.1016/j.neuroimage.2022.119569,ida.loni.usc.edu,"The GSP imaging and phenotype data were downloaded from the LONI Imaging Data Archive (https://ida.loni.usc.edu) after accepting the GSP Data Use Terms and GSP Restricted Data Use Terms., The GSP imaging and phenotype data were downloaded from the LONI Imaging Data Archive (https://ida.loni.usc.edu) after accepting the GSP Data Use Terms and GSP Restricted Data Use Terms.",0,1,0
10.1016/j.neuroimage.2022.119569,nda.nih.gov,"The HCP-A imaging and phenotype data were downloaded from the NIMH Data Archive (NDA; https://nda.nih.gov), after applying 5 J., The HCP-A imaging and phenotype data were downloaded from the NIMH Data Archive (NDA; https://nda.nih.gov), after applying for the Data Use Certiﬁcation.",0,1,0
10.1016/j.neuroimage.2022.119569,coins.trendscenter.org,The eNKI-RS imaging data were downloaded from the COINS data exchange (https://coins.trendscenter.org).,0,1,0
10.1016/j.neuroimage.2022.119569,db.humanconnectome.org,"The unrestricted and restricted phenotype data were downloaded from the ConnectomeDB (https://db.humanconnectome.org) after accepting the Open Access Data User Terms and Restricted Access Data Use Terms, respectively., The un-restricted and restricted phenotype data were downloaded from the ConnectomeDB (https://db.humanconnectome.org) after accepting the Open Access Data User Terms and Restricted Access Data Use Terms, respectively.",0,1,0
10.1016/j.neuroimage.2022.119569,github.com/inm7/cbpp,"All codes are publicly available at https://github.com/inm7/cbpp., All codes are publicly available at https://github.com/inm7/cbpp.",1,0,0
10.1016/j.neuroimage.2022.119569,registry.opendata.aws/hcp-openaccess,"The HCP-YA imaging data were accessed via the public Data-Lad dataset provided at https://github.com/datalad-datasets/human-connectome-project-openaccess (2e2a8a70-3eaa-11ea-a9a5-b4969157768c@a33e528) which interfaces the HCP Open Access dataset (https://registry.opendata.aws/hcp-openaccess) on AWS S3., Data and code availability The HCP-YA imaging data were downloaded from the HCP Open Access dataset (https://registry.opendata.aws/hcp-openaccess).",0,1,0
10.1016/j.neuroimage.2022.119569,github.com/datalad-datasets/human-connectome-project-openaccess,The HCP-YA imaging data were accessed via the public Data-Lad dataset provided at https://github.com/datalad-datasets/human-connectome-project-openaccess (2e2a8a70-3eaa-11ea-a9a5-b4969157768c@a33e528) which interfaces the HCP Open Access dataset (https://registry.opendata.aws/hcp-openaccess) on AWS S3.,0,1,0
10.1016/j.neuroimage.2022.119554,nisox.org/software/snpm13,"For the second level within group and between group compar-isons, we performed non-parametric permutation procedures, not as-suming a particular distribution (Statistical Non-Parametric Mapping SnPM13.1.08, http://nisox.org/Software/SnPM13/, 10.000 permuta-tions)(Nichols and Holmes, 2002).",1,0,0
10.1016/j.neuroimage.2022.119554,neurosipe.nl,neurosipe.nl.,0,0,1
10.1016/j.neuroimage.2022.119554,ﬁl.ion.ucl.ac.uk/spm,"fMRI and EMG pre-processing The fMRI data was analyzed with the statistical parametric map-ping software, SPM12 (Wellcome Department of Cognitive Neurology, UCL, London, UK; https://www.ﬁl.ion.ucl.ac.uk/spm/) (Friston et al., 1995) including standardized pre-processing steps containing realign-ment, slice-timing, coregistration and normalization to MNI space.",1,0,0
10.1016/j.neuroimage.2022.119730,dpz.eu/en/home.html,Data and code availability statement The information about the non-human primate research can be found on the website of the German Primate Center (https://www.dpz.eu/en/home.html).,0,0,1
10.1016/j.neuroimage.2022.119739,csie.ntu.edu.tw/∼cjlin/libsvm,We used a leave-one-out cross-validation approach via libsvmtrain function and libsvmpredict function implemented in libsvm program (http://www.csie.ntu.edu.tw/∼cjlin/libsvm).,1,0,0
