DOI,Section,Matched_pattern,Start_pattern,End_pattern
10.1016/j.neuroimage.2022.119534,"Data and code availability  
Our study primarily  relies on the dataset provided  by the UK 
Biobank,  which is made available  to all qualiﬁed  researchers  via their 
8  P. Chormai, Y. Pu, H. Hu et al. NeuroImage  262 (2022) 119534 
website  https://www.ukbiobank.ac.uk/  . We provide  our code for model 
training  and training  statistics  at https://osf.io/4q87k/  . Our computa-  
tion and analysis  was conducted  using the computational  cluster of Max 
Planck Institute  for Psycholinguistics,  Nijmegen,  The Netherlands.  
Data availability  
The authors  do not have permission  to share data.","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(52432, 52462), match='  \nData and code availability '>","<re.Match object; span=(608, 627), match=' \nAcknowledgements '>"
10.1016/j.neuroimage.2022.119685,"2.1. Participants  
Thirty-ﬁve  participants  (17 female;  1 left-handed;  mean age: 
25.9 ± 4.1 years) took part in the study and reported  no history of car- 
diovascular  disease  or neurological  or psychiatric  disorders.  All partic- 
ipants signed a written  informed  consent  form and were paid for their participation.  All procedures  were approved  by the local ethics commit-  
tee (Commission  Cantonale  d’Ethique  de Genève).  One participant  was 
excluded  from analysis  due to excessive  movement-related  artifacts  in 
the EEG data, which contaminated  > 50% of trials. Also, one participant  
was excluded  because  of the impaired  trigger signals due to a technical  
problem  during the recording.  The data from thirty-three  subjects  were 
analyzed.",\n?2\.1\.,"<re.Match object; span=(10034, 10039), match='\n2.1.'>","<re.Match object; span=(781, 787), match='\n2.2. '>"
10.1016/j.neuroimage.2021.118822,"2.1. Distributed  ComBat  
ComBat  ( Fortin et al., 2018; 2017; Johnson  et al., 2007 ) seeks to 
remove  scanner  eﬀects in the mean and variance  of neuroimaging  data 
in an empirical  Bayes framework.  To handle the distributed  data set- 
ting, we propose  d-ComBat  as an algorithm  that yields adjusted  data 
identical  to the original  ComBat  method.  Let 𝒚 ij = ( 𝑦 ij 1 , 𝑦 ij 2 , …, 𝑦 ijV ) 𝑇 , 
𝑖 = 1 , 2 , …, 𝐾, 𝑗 = 1 , 2 , …, 𝑛 𝑖 denote the 𝑉 -dimensional  vectors  of ob- 
served data where 𝑖 indexes  scanner,  𝑗indexes  subjects  within scanners,  
𝑛 𝑖 is the number  of subjects  acquired  on scanner  𝑖 , and 𝑉 is the number  
of features.  For simplicity,  we assume  each site uses a diﬀerent  scanner  
and the data are collected  from 𝐾sites. However,  our algorithm  could 
be easily extended  to allow varying  number  of scanners  per site. Our 
goal is to harmonize  the data from these 𝑁 = ∑𝐾 
𝑖 =1 𝑛 𝑖 subjects  across 
the 𝐾scanners  without  pooling  data at a single processing  site. ComBat  
assumes  that the 𝑉 features  𝑣 = 1 , 2 , …, 𝑉 follow 
𝑦 𝑖𝑗𝑣 = 𝛼𝑣 + 𝒙 𝑇 
𝑖𝑗 𝜷𝑣 + 𝛾𝑖𝑣 + 𝛿𝑖𝑣 𝑒 𝑖𝑗𝑣, (1) 
where 𝛼𝑣 is the intercept,  𝒙 𝑖𝑗 is the vector of covariates,  𝜷𝑣 is the vector of 
regression  coeﬃcients,  𝛾𝑖𝑣 is the mean scanner  eﬀect, and 𝛿𝑖𝑣 is the vari- 
ance scanner  eﬀect. The errors 𝑒 𝑖𝑗𝑣 are assumed  to follow 𝑒 𝑖𝑗𝑣 ∼𝑁(0 , 𝜎2 
𝑣 ) . 
The original  ComBat  contains  two steps. The ﬁrst is to standardize  
the original  features  by removing  the covariate  eﬀects and scaling each 
residuals  by its total variance.  The second step involves  estimating  the 
scanner  eﬀects 𝛾and 𝛿using an empirical  Bayes framework  and remov- 
ing them from the original  data. We propose  a distributed  algorithm  for 
each of the two steps in the next two sections.  
Standardization  
The original  implementation  of ComBat  ﬁrst standardizes  the mean 
and variance  of data across scanners  via feature-wise  least-squares  esti- 
mation.  The standardized  data are calculated  as 
𝑧 𝑖𝑗𝑣 = 𝑦 𝑖𝑗𝑣 − ̂𝛼𝑣 − 𝑋 𝑖𝑗 ̂𝛽𝑣 
̂𝜎𝑣 
However,  in the distributed  setting we do not have direct access to the 
entire dataset and cannot directly  compute  estimates  for the intercepts  
𝛼𝑣 , regression  coeﬃcients  𝜷𝑣 , scanner-speciﬁc  mean shifts 𝛾𝑖𝑣 or popu- 
lation standard  deviations  𝜎𝑣 for each feature.  To address  this problem,  
we propose  an estimation  procedure  that only requires  computation  and 
transmission  of deidentiﬁed  summary  statistics  between  distributed  sites 
and a central location.  As in the original  ComBat  methodology,  estima-  
tion is performed  under the constraint  ∑𝐾 
𝑖 =1 𝑛 𝑖 ̂𝛾𝑖𝑣 = 0 to ensure identiﬁ-  
ability. 
For each feature,  deﬁne 𝜽𝑣 = ( 𝛼𝑣 , 𝜷𝑇 
𝑣 , 𝛾1 𝑣 , 𝛾2 𝑣 , …, 𝛾𝐾−1 ,𝑣 ) 𝑇 . 
Then we can rewrite  the data across all 𝑁subjects  𝒚 𝑣 = 
( 𝑦 11 𝑣 , …, 𝑦 1 𝑛 1 𝑣 , 𝑦 21 𝑣 , …, 𝑦 2 𝑛 2 𝑣 , …, 𝑦 𝐾𝑛 𝑀 𝑣 ) 𝑇 as 𝒚 𝑣 = 𝑊 𝜽+ 𝑒 𝑣 where 
𝑊 = ⎡ 
⎢ 
⎢ ⎣ 𝑊 1 
⋮ 
𝑊 𝐾 ⎤ 
⎥ 
⎥ ⎦ = ⎡ 
⎢ 
⎢ 
⎢ 
⎢ ⎣ 1 𝑛 1 𝑋 1 1 𝑛 1 ⋯ 0 𝑛 1 0 𝑛 1 
⋮ ⋮ ⋮ ⋮ ⋮ 
1 𝑛 𝑀−1 𝑋 𝐾−1 0 𝑛 𝐾−1 ⋯ 1 𝑛 𝐾−1 0 𝑛 𝐾−1 
1 𝑛 𝐾 𝑋 𝐾 − 𝑛 1 ∕ 𝑛 𝐾 1 𝑛 𝐾 ⋯ − 𝑛 𝐾−2 ∕ 𝑛 𝐾 1 𝑛 𝐾 − 𝑛 𝐾−1 ∕ 𝑛 𝐾 1 𝑛 𝐾 ⎤ 
⎥ 
⎥ 
⎥ 
⎥ ⎦ 
The ordinary  least squares  estimate  can be obtained  via ̂𝜽𝑣 = 
( 𝑊 𝑇 𝑊 ) −1 ( 𝑊 𝑇 𝒚 𝑣 ) = ( ∑𝐾 
𝑖 =1 𝑊 𝑇 
𝑖 𝑊 𝑖 ) −1 ( ∑𝐾 
𝑖 =1 𝑊 𝑖 𝒚 𝑣 ) . By decomposing  the 
estimation  into site-speciﬁc  summary  statistics  𝑊 𝑇 
𝑖 𝑊 𝑖 and 𝑊 𝑖 𝒚 𝑣 , ̂𝜽𝑣 can 
be obtained  by computing  these summary  statistics  and sending  them to 
a central location.  Construction  of 𝑊 𝑖 and calculation  of these summary  
statistics  are simple for 𝑖 = 1 , 2 , …, 𝐾 − 1 since they are just the usual design matrices  𝑋 𝑖 concatenated  with an intercept  column  and scanner-  
speciﬁc  columns  of ones. To standardize  the variance  of the data, the 
marginal  variance  is estimated  as ̂𝜎2 
𝑣 = 1 
𝑁 ∑
ij ( 𝑦 ijv − ̂𝛼𝑣 − 𝑋 ij ̂𝛽𝑣 − ̂𝛾2 
iv ) , 𝑣 = 
1 , 2 , …, 𝑉 , which is decomposable  by site. 
Empirical  Bayes adjustment  
The key step in ComBat  involves  use of empirical  Bayes estimates  of 
site-speciﬁc  location  and scale parameters  to remove  site eﬀects while 
pooling  information  across features.  ComBat  assumes  that the prior dis- 
tributions  𝛾𝑖𝑣 ∼𝑁( 𝛾𝑖 , 𝜏2 
𝑖 ) and 𝛿2 
𝑖𝑣 ∼Inverse  Gamma  ( 𝜆𝑖 , 𝜈𝑖 ) where hyper- 
parameter  estimates  ̄𝛾𝑖 , ̄𝜏𝑖 , ̄𝜆𝑖 , and ̄𝜈𝑖 are obtained  via method  of mo- 
ments. ComBat  then ﬁnds the conditional  posterior  means 𝛾∗ 
𝑖𝑣 and 𝛿∗ 
𝑖𝑣 , 
computed  iteratively  through  
𝛾∗ 
𝑖𝑣 = 𝑛 𝑖 ̄𝜏2 
𝑖 ̂𝛾𝑖𝑣 + 𝛿2 
𝑖𝑣 ̄𝛾𝑖𝑣 
𝑛 𝑖 ̄𝜏2 
𝑖 + 𝛿2∗ 
𝑖𝑣 
𝛿2∗ 
𝑖𝑣 = ̄𝜈𝑖 + 1 
2 ∑
𝑗 ( 𝑍 𝑖𝑗𝑣 − 𝛾∗ 
𝑖𝑣 ) 2 
𝑛 𝑖 
2 + ̄𝜆𝑖 − 1 
Each site’s mean and variance  parameter  estimates  are computed  
from data within that site and so this step is distributed  by its nature. 
The ComBat-adjusted  data is then obtained  within each site via 
𝑦 𝐶𝑜𝑚𝐵𝑎𝑡 
𝑖𝑗𝑣 = ̂𝜎𝑣 
𝛿∗ 
𝑖𝑣 ( 𝑧 𝑖𝑗𝑣 − ̂𝛾∗ 
𝑖𝑣 ) + ̂𝛼𝑣 + 𝑋 𝑖𝑗 ̂𝛽𝑣 
Algorithm  
In the distributed  setting,  ComBat  only requires  two back-and-forth  
communications  between  sites and a central location  for estimation  of 
the standardization  parameters.  We propose  the d-ComBat  algorithm  
and illustrate  our method  in Fig. 1 . 
1. Initiation  - broadcast  from central site: The central analysis  site 
chooses  identiﬁcation  numbers  for each scanner  and communicates  
these to each location.  
2. Local computation  at collaborative  sites for mean parameters.  
(a) Each site locally computes  scanner-speciﬁc  summary  statistics  
𝑊 𝑇 
𝑖 𝑊 𝑖 and 𝑊 𝑖 𝒚 𝑣 to the central site ( Fig. 1 a). 
(b) These summary  statistics  are then sent back to the central site. 
3. Aggregation  at central site and broadcast.  
(a) From the scanner-speciﬁc  summary  statistics,  the central site 
computes  ̂𝜃𝑣 . 
(b) The central site then sends ̂𝜃𝑣 to each location  ( Fig. 1 a). 
4. Distributed  data harmonizations.  
(a) To obtain the global variance  estimate,  each site transfers  ∑
𝑗 ( 𝑦 𝑖𝑗𝑣 − ̂𝛼𝑣 − 𝑋 𝑖𝑗 ̂𝛽𝑣 − ̂𝛾2 
𝑖𝑣 ) to the central location,  which then 
sends back ̂𝜎𝑣 ( Fig. 1 b). 
(b) The remaining  ComBat  steps are performed  within each site to 
obtain 𝑦 𝐶𝑜𝑚𝐵𝑎𝑡 
𝑖 at every location  ( Fig. 1 c).",\n?2\.1\.,"<re.Match object; span=(6344, 6349), match='\n2.1.'>","<re.Match object; span=(6124, 6130), match='\n2.2. '>"
10.1016/j.neuroimage.2022.118930,"Data and code availability  
All imaging  data used in this study was sourced  from the 
Human  Connectome  Project (HCP) ( www.humanconnectome.org  ). 
The bash scripts used to perform  tractography  using MRtrix3  
Tournier  et al. (2019) ( www.mrtrix.org  ), as well as all Python code 
required  to perform  CSS and map smoothed  connectomes  at ei- 
ther the resolution  of vertices  or an atlas, are provided  in our git 
repository.  This code repository  can be accessed  from github.com/  
10  S. Mansour L, C. Seguin, R.E. Smith et al. NeuroImage  250 (2022) 118930 
sina- mansour/connectome-  based- smoothing  . Additionally,  to facilitate  
future research  and promote  open transparent  practices  in code-sharing  
Gilmore  et al. (2017) ; Gleeson  et al. (2017) ; Smout et al. (2021) , the 
codes for smoothing  connectomes  at high-resolution  and atlas-resolution  
are released  as a standalone  python package  Mansour  L. et al. (2021) . 
Author  contributions  
S.M.L. : Conceptualization,  Methodology,  Formal analysis,  Data cu- 
ration, Software,  Writing  - original  draft, Writing  - review & editing C.S. : 
Conceptualization,  Writing  - original  draft, Writing  - review & editing 
R.S : Conceptualization,  Writing  - original  draft, Writing  - review & edit- 
ing A.Z : Supervision,  Conceptualization,  Writing  - original  draft, Writing  
- review & editing 
Competing  interests  
The authors  declare  no competing  interests.","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(65570, 65599), match=' \nData and code availability '>","<re.Match object; span=(1471, 1517), match='  \nCredit authorship  contribution  statement '>"
10.1016/j.neuroimage.2022.119131,"2.1. Time-varying  dynamic  network  
Let 𝑋 𝑖 ( 𝑡 ) be the brain signal at time 𝑡 on the 𝑖 th brain region of interest  
(ROI), 𝑋 ′
𝑖 ( 𝑡 ) be the derivative  of 𝑋 𝑖 ( 𝑡 ) with respect to 𝑡 with 𝑡 ∈[ 0 , 𝑇 ] , 
representing  the increment  of brain activity  at time 𝑡 . Furthermore,  let 
𝑑be the number  of ROIs, we write 𝐗 ( 𝑡 ) = { 𝑋 1 ( 𝑡 ) , …, 𝑋 𝑑 ( 𝑡 )} T , and 𝐗 ′( 𝑡 ) = 
{ 𝑋 ′
1 ( 𝑡 ) , …, 𝑋 ′
𝑑 ( 𝑡 )} T . In practice,  instead  of the true signal, we observe  a 
noisy signal at 𝑛 discrete  acquisition  time points. Denote 𝑡 𝑗 as the 𝑗th 
acquisition  time, to accommodate  the noisy data, we write 
𝐘 𝑗 = 𝐗 ( 𝑡 𝑗 ) + 𝝐𝑗 , (1) 
where 𝝐𝑗 , 𝑗 = 1 , …, 𝑛, are independent  mean zero random  errors. Fur- 
thermore,  we assume  
𝐗 ′( 𝑡 𝑗 ) = 𝐀 ( 𝑡 𝑗 ) 𝐗 ( 𝑡 𝑗 ) , (2) 
2  F. Jiang, H. Jin, Y. Gao et al. NeuroImage  254 (2022) 119131 
Fig. 1. TVDN pipline. The purple ovals represent  TVDN inputs, and red oval represents  TVDN outputs.  The blue rectangles  represent  the building  blocks of TVDN. 
Two multimodality  kernel examples  are provided  and will be discussed  in Section 2.3.3 . 
where 𝐀 ( 𝑡 𝑗 ) is a time-varying  unknown  matrix of size 𝑑 ×𝑑. We name 
model (1) and (2) together  the time-varying  dynamic  network  (TVDN)  
model, where the dynamics  of the resting state functional  connectiv-  
ity are captured  by the time-varying  matrix 𝐀 ( 𝑡 ) . Model (2) is a direct 
extension  of the dynamic  mode decomposition  model ( Brunton  et al., 
2016; Kutz et al., 2016 ). To see the connection,  ﬁrst note that (2) is 
equivalent  to 𝐗 ( 𝑡 + 𝑑𝑡 ) = { 𝐀 ( 𝑡 ) 𝑑𝑡 + 𝐈 } 𝐗 ( 𝑡 ) , where 𝑑𝑡 is the unit measure-  
ment time and 𝐈 is an identity  matrix.  When 𝐀 ( 𝑡 ) is a ﬁxed matrix over 
time, we can consider  𝐀 ( 𝑡 ) 𝑑𝑡 + 𝐈 as a constant  matrix.  Then model (2) re- 
duces to the dynamic  mode decomposition  model extensively  studied  in 
Brunton  et al. (2016) and Kutz et al. (2016) . Furthermore,  when 𝐀 ( ⋅) 
is a ﬁxed matrix where 𝐀 ( ⋅) = − 𝛽 , then the model (2) is also a net- 
work diﬀusion  model ( Abdelnour  et al., 2014 ) that explains  how brain 
activations  from diﬀerent  ROIs are coupled  together  to generate  new 
signals via the structural  connectivity  given by the matrix Laplacian   
and the diﬀusivity  constant  𝛽. Other algebraic  graph relationships  have 
also been proposed,  such that 𝐀 may be given by the eigenvectors  of 
the structural  ( Abdelnour  et al., 2018 ) or functional  connectivity  matrix 
( Becker et al., 2018 ), after a suitable  transformation  of the eigenvalues.  
While these approaches  do not readily accommodate  time-varying  fea- 
tures of 𝐀 , they point to an important  property  of the eigenvectors  of 𝐀 , 
which may be considered  as resting state networks  (RSN) ( Abdelnour  
et al., 2018; 2014 ). Because  these RSNs represent  static brain connec-  
tions or other non-dynamic  brain substrates,  we propose  the following  
constraints  that together  constitute  the TVDN model: 
1. The eigen-decomposition  of 𝐀 ( 𝑡 𝑗 ) is in the form of 
𝐀 ( 𝑡 𝑗 ) = 𝐔𝚲( 𝑡 𝑗 ) 𝐔 −1 , 
where we ﬁx the eigenvector  𝐔 but allow the eigenvalues  to depend  
on time. Under this formulation,  𝐔 may be considered  as a set of spa- 
tial features  that are stationary  over time. The absolute  magnitudes  
of the (time-varying)  eigenvalues  govern the relative  importance  of 
each of the RSNs. This constraint  reﬂects  the biological  concept  that 
the spatial features  of brain activity  might be stationary,  while the 
coupling  between  these stationary  structures  might be temporally  
dynamic.  
2. We then impose the condition  that dynamicity  in FCs arises from dis- 
crete and potentially  discontinuous  shifts ( “brain state switches  ”) in 
activity,  which we accommodate  by allowing  the eigenvalues,  i.e. di- 
agonal elements  of 𝚲( 𝑡 ) , to be piece-wise  constant  functions  of time , re- 
ﬂecting  the phenomenon  that the brain has a tendency  to stay within,  
with sporadic  cycling  between  the RSNs ( Vidaurre  et al., 2017 ). 
Therefore,  let 𝝉0 = ( 𝜏𝑘 , 𝑘 = 0 , 1 , …, 𝑀, 𝑀 + 1; 𝜏0 = 0 , 𝜏𝑀+1 = 𝑇 ) be a 
set of true switching  points, dividing  the signal to 𝑀 + 1 stationary  segments,  we write 
𝚲( 𝑡 ) = 𝚲( 𝜏𝑘 ) if 𝜏𝑘 −1 < 𝑡 ≤ 𝜏𝑘 , and 𝚲( 𝜏𝑘 ) ≠𝚲( 𝜏𝑘 +1 ) , 𝚲( 𝜏𝑘 ) ≠𝚲( 𝜏𝑘 −1 ) . 
Such formulation  suggests  that when 𝑡 ∈( 𝜏0 𝑘 −1 , 𝜏0 𝑘 ] , 𝚲( 𝑡 ) has a con- 
stant value at 𝚲( 𝜏0 𝑘 ) . And the values of 𝚲( ⋅) are diﬀerent  at distinct  
time points that fall into two consecutive  segments  constructed  by 
the switching  points. 
3. The number  of nonzero  eigenvalues  in 𝚲( 𝑡 ) , 𝑡 ∈[ 0 , 𝑇 ] represents  the 
number  of intrinsic  brain states in the brain activity  data. It is well 
known that only a few RSNs are typically  operational  in the brain, 
and the canonical  RSFC can be well captured  by 7 − 20 such RSNs 
( Yeo et al., 2011 ). In prior graph theoretic  models also, 𝐀 ( ⋅) are as- 
sumed to be low rank matrices  ( Abdelnour  et al., 2018; Raj et al., 
2019 ). It is therefore  plausible  to assert that the number  of such RSNs 
or brain state is quite small. Hence our ﬁnal constraint  is that 
𝑟𝑎𝑛𝑘 { 𝐀 ( 𝑡 )} = 𝑟𝑎𝑛𝑘 { 𝚲( 𝑡 )} ≤ 𝑟 ≪ 𝑑, 
where 𝑟 is the maximal  rank for 𝐀 ( 𝑡 ) , 𝑡 ∈[ 0 , 𝑇 ] , representing  the num- 
ber of distinct  brain states.",\n?2\.1\.,"<re.Match object; span=(14142, 14147), match='\n2.1.'>","<re.Match object; span=(5313, 5319), match='\n2.2. '>"
10.1016/S1053-8119(22)00288-9,Editorial board,,,
10.1016/j.neuroimage.2022.119433,"Introduction  
There is great anticipation  that functional  neuroimaging  may com- 
plement  current  clinical  phenomenology  in the diagnosis  of disorders  of 
brain functioning,  and provide  brain-based  markers  for patient stratiﬁ-  
cation, disease  progression  tracking,  and prediction  of treatment  out- 
comes ( Zhang et al., 2021 ). In this context,  the investigation  of the 
brain’s functional  connectivity  (FC) –as revealed  by resting-state  func- 
tional magnetic  resonance  imaging  (fMRI) –holds  promise  for enabling  
Abbreviations:  fMRI, functional  magnetic  Resonance  Imaging;  BOLD, blood oxygen level dependent;  FC, Functional  Connectivity;  dFC, dynamic  Functional  Con- 
nectivity;  LEiDA, Leading Eigenvector  Dynamic  Analysis;  DFA, detrended  ﬂuctuation  analysis.  
∗ Corresponding  author. 
E-mail address: fran.hancock@kcl.ac.uk  (F. Hancock)  . tools of great clinical  value, with thousands  of articles  per year focused  
on elucidating  properties  of normal  and abnormal  whole-brain  func- 
tionality  ( Zhang et al., 2021 ). Static FC reveals the statistical  interde-  
pendence  among diﬀerent  brain regions  using blood oxygenation  level 
dependent  (BOLD)  signals ( Friston,  1994 ). However,  these static mea- 
sures camouﬂage  the inherent  dynamic  nature of brain activity,  which 
is captured  with time-varying  functional  connectivity,  or dynamic  FC 
(dFC). Unfortunately,  the fact that fMRI may be capturing  something  
other than BOLD signals ( Drew et al., 2020 ; Raut et al., 2021 ), and in 
https://doi.org/10.1016/j.neuroimage.2022.119433  . 
Received  17 January  2022; Received  in revised form 25 June 2022; Accepted  29 June 2022 
Available  online 1 July 202",\n?Introduction\s*?\n? | \s*?\n?1\.\s*?\n? ,"<re.Match object; span=(3470, 3484), match='\nIntroduction '>","<re.Match object; span=(1748, 1751), match='2. '>"
10.1016/j.neuroimage.2021.118853,"2.1. Participants  
22 young adults (19–22 years old, mean age = 20.18 + /- 0.80 years, 
11 male, 11 female)  completed  the cued task-switching  experiment,  pro- 
viding the data analyzed  in this report. All participants  provided  writ- 
ten informed  consent,  reported  no diagnosed  neurological  conditions,  
no recent head injuries,  normal  or corrected-to-normal  vision, and that 
they were not suﬀering  experience  post-concussive  syndrome.  All proce- 
dures were approved  by the University  of Rochester  Institutional  Review  Board (STUDY00001952).  Participants  were paid $15/h for time spent 
in the lab.",\n?2\.1\.,"<re.Match object; span=(18066, 18071), match='\n2.1.'>","<re.Match object; span=(630, 636), match='\n2.2. '>"
10.1016/j.neuroimage.2022.119466,"Data and code availability  statement  
All relevant  data (including  the raw EEG data and the scripts 
used for the analysis)  will be made publicly  available  at the OSF 
( https://osf.io/y3k5f/  ) after acceptance  for publication.","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(70062, 70092), match='  \nData and code availability '>","<re.Match object; span=(239, 278), match='  \nDeclaration  of Competing  Interest '>"
10.1016/j.neuroimage.2022.119445,"Data and code availability  statement  
Data and code are available  on the Open Science  Framework  acces- 
sible via https://osf.io/eufd6/  .","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(23688, 23716), match=' Data and code availability '>","<re.Match object; span=(144, 149), match=' \n3. '>"
10.1016/j.neuroimage.2021.118776,,,,
10.1016/j.neuroimage.2022.119769,"Data availability  
Python and matlab codes for training  the CNN models and 
analysis  are available  at https://github.com/brainneuro/Multi-  
Face-attribution  . The neural data are available  upon request.","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(56117, 56138), match='  \nData availability '>","<re.Match object; span=(212, 230), match='  Acknowledgments '>"
10.1016/j.neuroimage.2022.119630,"Data and code availability  statement  
Raw data will be made available  once the longitudinal  study has been 
completed.  Group-level  statistics  for the data reported  in the manuscript  
can be downloaded  here: neurovault.org/collections/EQMWBXPZ  And 
the R code and behavioural/demographic  data used for statistical  anal- 
yses can be found here: github.com/frdarya/LearningRate.","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(31756, 31785), match='  Data and code availability '>","<re.Match object; span=(391, 430), match='  \nDeclaration  of Competing  Interest '>"
10.1016/j.neuroimage.2022.119754,"Data availability  
The raw and preprocessed  EEG dataset,  the resting state EEG data, 
the stimuli image set and the extracted  DNN feature maps are available  
on OSF at https:/doi.org/10.17605/OSF.IO/3JK45  . 
Code availability  
The code to reproduce  all the results is available  on GitHub  at https: 
//github.com/gifale95/eeg  _ encoding  .","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(90173, 90194), match='  \nData availability '>","<re.Match object; span=(352, 390), match=' \nDeclaration  of Competing  Interest '>"
10.1016/j.neuroimage.2022.119556,"Data and code availability  statement  
The raw data are available  as Nifti ﬁles (MRI) and EyeLink  
EDF ﬁles (eye movements)  in an OSF project ( https://osf.io/9q4rp/?  
view_only  = 20d21199ecf8425abda1f8cf-e533a788  ). The codes of the 
experimental  procedure,  developed  in the ExperimentBuilder  environ-  
ment 2.1.512  (SR Research)  are also included  as an ExperimentBuilder  
project in the same OSF project.  Analyses  of eye movements  have been 
performed  in the Matlab environment  (R2015b)  and all pre-processing  
and analyses  of the fMRI data have been performed  in the freely avail- 
able SPM12 software.  
Data Availability  
Raw data and code on OSF : https://osf.io/9q4rp/?view_only  = 20d 
21199ecf8425abda1f8cfe533a788.","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(83088, 83118), match='  \nData and code availability '>","<re.Match object; span=(753, 773), match='  \nAcknowledgements '>"
